input_a,input_b,output
76860903,56687642138,56764503041
35266287,21154175841,21189442128
72142938,55649966166,55722093104
66823131,88505689177,88572512308
63098001,24652206607,24715268608
98696200,40858788821,40957485021
35233752,28898170131,28933403883
72478492,51408200861,51408273353
39725134,93105966119,93145691253
91356123,77450272389,77541628512
35473540,75306422463,75341895903
69737226,20491162087,20560929313
10741566,19686733334,19697514800
26739861,76599041173,76625811034
71470287,26328694869,26400165156
20502245,88761724610,88782226855
78197407,90231522411,90309519818
80092175,54473597406,54553689581
62739739,28596108195,28658847934
81953616,91087129894,91169283510
91788750,57042741925,57134430675
75352074,48647503163,48722855237
45931375,71134509148,71180440523
74634705,48782299466,48849534271
91053060,77934497268,78039520328
83980935,34863442930,34947423865
42451404,23566476869,23608928273
43326480,20526483699,20569810179
76704042,32334451475,32411155517
10579737,60692502590,60703082327
20956301,38916380775,38937337076
11621424,84630262489,84641883913
39708597,81207742984,81247551581
55093224,28709095982,28764189206
90321972,82771044024,82864365996
76420453,49019908753,49164729206
89732776,63118294496,63208026772
67821282,75577113801,75604334983
65763705,74982812617,75060449322
26114351,51667652581,51693766932
89082611,60335174462,60424257073
98286319,39523647395,39621933714
95470268,67028935853,67124366121
39350977,50313165710,50352516887
28025976,89430495766,89458521742
29919956,89507858685,89537818641
21437763,13862028516,13883490279
89648858,35253399505,35343048363
11940328,81122764282,81134704610
99273975,42325548348,42424822323
42308209,58567412751,58569743960
13190369,67065360093,67078550462
93355996,44406191734,44509747730
29097834,11123486142,11152583976
96074083,57561530267,57658591150
94312732,11699767152,11794079884
25781495,76903447949,76929229444
22649528,66506890462,66529439990
80428412,35411632873,35492061285
42147213,72897586420,72939733633
42724051,82838410174,82881134225
71756336,17483245023,17560529359
37053948,49534030213,49571084661
16574650,31468856286,31585431136
19886427,33382653543,33402539170
93736663,38192957664,38286724327
96535525,48091518789,48187054314
97825592,70509993935,70597824527
55388030,42940099654,43005987784
44802323,26430304206,26518836529
40617546,53167834674,53208502220
50414961,60880424305,60930839366
51181830,84100150103,84151231933
24969720,93132122834,93157092654
64460311,52358549004,52423009315
85134522,25793420027,25878554449
60118663,87847656892,87908875555
84032036,85904184131,86042387467
29668381,71761839643,71824475124
47443508,40905374000,40952817508
74870906,69875496943,69950367949
90450175,27359136510,27449586585
68099774,74192245767,74268245541
98516967,48244345200,48329521767
87254552,66018998209,66106252761
64915178,34381446067,34446361245
74315909,75554800220,75631956129
90991197,16321305716,16412296913
75430688,25817044820,25992475408
89760804,17579508125,17669268929
71754206,64970510544,65048045750
72103151,31432029829,31440432980
14589323,43819107173,43833696596
23181262,51948196359,51971377521
58904789,44021864677,44180869466
16028793,84708142900,84724171693
31092068,91477319338,91508391406
42829986,94536771764,94579601750
30225723,14557689792,14587915515
25238465,69361569802,69386808267
