input_a,input_b,output
68008,36474,104482
46366,35544,81910
97695,62169,159864
29601,98691,128292
91075,59558,150633
30009,53182,83191
32642,79439,112081
34506,72462,106968
72863,54207,127070
71247,32467,103714
42757,26338,69095
61042,74398,135440
99985,55007,154992
22483,37130,59613
99449,47776,147225
26903,59841,86744
18738,81971,100709
15691,12322,28013
75496,59446,134942
20836,19933,40769
56186,96409,152595
93989,39237,133226
64070,72973,137043
44170,39826,84096
15831,51974,67805
12102,41045,53147
31532,53792,85324
99300,18579,117879
20266,82856,105122
85936,66107,152043
90632,44473,135105
24447,66101,90548
20529,62215,82744
23179,63637,86816
46672,53267,99939
66272,15763,82035
32606,70272,102878
99863,37290,137153
10316,88089,98405
26071,57621,83692
12339,24394,36733
38536,25878,64414
33986,17179,51165
97247,53621,150868
30935,74324,105259
41828,79896,121724
87494,26772,114266
46652,28009,74661
29247,25287,54534
98763,91230,189993
72563,79890,152453
71706,26756,98462
47852,44685,92537
98618,17784,116402
91247,45896,137143
21150,77640,98790
83091,46313,129404
90971,50483,141454
72203,54370,126573
60068,10710,70778
68167,29029,97196
77246,35304,112550
95446,70986,166432
11022,19000,30022
46528,36355,82883
78690,35705,114395
74898,57380,132278
60171,58311,118482
79476,42233,121709
49034,13857,62891
63103,34993,98196
92063,30466,122529
80641,35719,116360
31423,36018,67441
29624,42797,72421
90641,46263,136904
53453,41971,95424
43958,66398,110356
26288,23263,49551
32146,33906,66052
35996,94953,130949
91980,60569,152549
76765,40692,117457
85531,89026,174557
86791,83099,169890
80079,32360,112439
82631,71667,154298
44732,26859,71591
62519,45758,108277
75118,86340,161458
66862,57762,124624
89032,17866,106898
73989,30859,104848
73331,68599,141930
41069,45234,86303
99896,47676,147572
33653,39812,73465
90352,46397,136749
52313,72696,125009
63576,40638,104214
