input_a,input_b,output
30171098664,2707192916,32878291580
72263532528,6925657158,79189189686
97250960018,5298564150,102509554168
77377444317,7980739543,85358183860
58057386082,5082515981,63109902063
29220379875,2169002825,31389382700
73068121648,7936638787,81004760435
55562366455,5126527089,60688893544
30676231462,5681318434,36357549996
35056831957,3828182268,38885014225
76526098997,5635596490,82181695487
86417571188,4933455304,91351026492
25177296154,2161262731,27338558885
32204359194,3725449915,35929809109
50787787714,6656748831,57444536545
36096955482,8360747740,44457703222
40492143020,7923732568,48415875588
42662818215,6518318038,49181136253
86728675175,2250026684,88978701859
55817558320,3181146908,58998705228
48983904830,7053065736,56036970566
99829300130,7586693342,107415993472
21254932177,9334083135,30589015312
18960602191,8703618886,27664221077
42565445572,9312360091,51877805663
89000926681,6498059942,95498986623
25510798825,5283798790,30794597615
10063286644,6392128586,16455415230
75503230954,2157918023,77661148977
11828856239,1965161888,13794018127
58330373402,7510176373,65840549775
34807301315,4428168578,39245469893
43048660219,5551273053,48609933272
53742514332,8534120891,62276635223
46199622333,2766326960,48965949293
20348008835,4094242446,24442251281
72402245937,3942087545,76344333482
12059516427,5065311608,17124828035
67668699839,2502085675,70170785514
15731063963,8800648037,24531712000
95959065385,1907695093,97866760478
96922758022,5662201263,102584959285
36320790127,5484031598,41704831725
15607130702,4057545079,19664675781
92371654089,9091399930,101463054019
20479225142,1771886827,22251111969
15076373971,4547515060,19623879031
67763131529,5293425787,73036557316
17515545982,8920622439,26436168421
74360340768,3466250332,77826591100
73524419050,2576038508,76080457558
43073145583,6052015348,49125160931
82038363008,8581732626,90620105634
77871530431,3932744878,81804275309
77431835587,1428082093,78859917680
82726178425,6201161460,88937339885
20466173775,1041880763,21508054538
10001527557,3960857305,13962384862
45783016560,8442089459,54225096019
39557718918,6090725457,45648444375
71330517112,9630332791,80960839903
15492539847,5325024595,20817564442
20214688083,3748825541,23963513624
21216512187,7318129588,28534641775
66180861975,1032759823,67213621898
24564073506,4829809235,29413882741
43328337088,6959736567,50288073655
71831043805,4962536105,76893579910
74015106480,4485735708,78490842188
90893121829,4049115320,94942237149
63163746242,9216526951,72380273193
59416568307,1062149369,60478717676
82175684780,5887092426,88062777206
74811606707,6070051170,80881657877
17724145591,3405859658,21130005249
42880710846,6618051133,49498761979
35768624146,7417558399,43186182545
66758863907,2189561359,68948425266
54793337766,4519072495,59312410261
44265817179,2256971074,46522788253
36520305986,8876543693,45396849679
85285220168,3188001586,88473221754
15772414853,7863132186,23635547039
37717776452,5798995735,43516772187
87643498851,9043618152,96687117003
90167698312,9865733166,100133431478
29723742191,2928555901,32652308092
56981050985,7211633017,64192683992
58783651506,3804265804,62587917310
89950080459,7282827417,97232907876
69704812136,4583193605,74288005741
33704787413,9800502746,43505290159
96630205595,7688936961,104299142556
68591756111,2035818105,70627574216
97332417336,6422998067,103765415403
16446344072,4094317426,20540661498
45789582770,5852224125,51641806905
33767272034,8562939496,42330211530
36737497909,2930419636,39667917545
60347351137,8401606084,68748957221
