input_a,input_b,output
52360033761441943540398257075260924021430660474183589981718583700394440310579474372357266318192527541757488745145583789185669929,28465827380883509584590085785840584244000892543389703450132906452266122473911471568648998353667668061578217838895894899204111960,80825861142325453124988342861101508265431553017573293431851490152660562784490945941006264671860295603335706584041478688389777589
29936956373457830838726856765186682389581762432061212527273803986045217455709097463779050269224474654690262047404420578963621230,63486983440552908139031370848709692595821331570928467730532987159726721925430474302642112394751634839987609349323462990443149763,93423939814010738977758227613896374985403094002989680257806791145771939381139571766421162663976109494677871396727883569406770993
19171418374335121745545395262446576306455565515770069731920022387610654282295411041109519726502635219295026866331127948203906346,68027714353510963702119410904367382193285870740577427912887561300447923620771433031855789851266435071826407602583263391257510617,87199132727846085447664806166813958599741436266327597644807583688058577903066844072965300877769076802121434468914391339460716963
97654864097472793157123076578993352869462321515517177413309672282607737889434771484533381618155726043205114724225318688067399884,63978071063252367130395621624368473564966313095275273999604653477992949398718519471426475903063631302328167708244026028769139944,161632935160725160287518698203361826434428634610792451412914325760600687288153290955959857521219357345533282432469344716836539828
45392409217498903538972466312323791966041349114991523207577135995754225680298476038264494052912694294174351844608314184212377918,41601630760417044777903038562511238966283878156121512753999087140654773548200517363610370348018734153131838184933562077566882857,87004039977915948316875504874835030932325227271113035961576223136409099228502993301874864396931428447306190029541876261779260775
28885788641365770160938063170477324828178545950613295416640742388945309605343191643640489378153768672665327199858991769346329418,31189470552044412182805788556737020422704478443609235429913383459739826210694020100098387375270845981588652802963673399989253667,60075259193410182343743851727214345250883024394222530846554125848685135816037211743738876753424614654253980002822665169335583085
93416150191645742244177502551626322488317207236000565097800611965253775359266295330386574602852069367509003258853366005406818652,71018412555008875344827222025614195639406643524084340219042469524455172142185162812762155863646634780413844635661223429213418576,164434562746654617589004724577240518127723850760084929116843081489708947501451458143148730466498704147922847894514589434620237228
91461726006704639355352707941363659131665625518628301096578472147365661944148263564468620425854991234768195083980802898581316858,12176854953287714040047599533762972034154530759361589532142005105046557340544792484285427716680399105308333787856496398867047220,103638580959992353395400307475126631165820156277989890628720477252412219288593056048754048142535390340076528871837299297448364078
81287058676312976209389909448616686466298288622282554808739774515681232834217515409133598347683862762580321338737995080752246306,54229247719121508848622126024074881829512412553363642262480973838097620791068575436418322745394082944034550709497036181657416017,85509983448215127094302122051024184639249501175625909062967851879889494923336292945551920592218461086514872048236731262409662323
42873075845184299889410434106203353956920298767584084926404180099191979239797294525167323372142820106646573620417992102486660316,32177296198816670103053940876819720256527080024822395726263770343988739511589032055488479543747352607977492712683994456687397730,75050372044000969992464374983023074213447378792406480652667950443180718751386326580655802915890172714624066333101986559174058046
28818046624059108284180034042573809408238284579246781856238556194424115917788587025958954457188050141222860347948533275191170495,77900229068801228949590363666172657448175599206827710209876835638237854855563334993072655476647761901687750359149937900400744429,106718275692860337233770397708746466856413883786074492066115391832661970773351922019031609933835812042910610707098471175591914924
83024318348170862531283729835963646746373049225888336659903264296115372726807744691942617148351374492743250561605912343960658033,49058611112363546837539417213909250302023372628196637208865357674777630165337190742478559978242118577538903590988257175607457006,132082929460534409368823147049872897048396421854084973868768621970893002892144935434421177126593493070282154152594169519568115039
72190748116229863316601189498263571877291937621668007082552898215064277390600535088840770606412732581773068195750061667742638882,50368772000186997633877606082139140624405017861954679024185319300991701174359107605596974793311293356025939870313346028797163577,122559520116416860950478795580402712501696955483622686106738217516055978564959642694437745399724025937799008066063407696539802459
54532971645881310338636518251036348441797183930098502858442028068788745128934331231238369542093348036448395259817720741219897487,96765058914643567283109134330814070744333668505617348572268628622449585518890266541920688263987335496063838513952178575933258060,151298030560524877621745652581850419186130852435715851430710656691238330647824597773159057806080683542512233773769899317153155547
17926661977802329702882954589117182422137473833689512333245864842058538543127284437157551248150466165229640197418973161794976207,40566458517217282982297835843046521275383017202281391144674013482141469640243819557603777459215145619947220569199990958179635316,58493120495019612685180790432163703797520491035970903477919878324199998183371064094761328707365611785176860766618964119974611523
83490958907379210469115881702808819796177847350104953210381577947878071337187194508535226893700143525614831017813823565956313945,81868902453869828074647622621386538007878611080101051177796335076939004376850185313061830299058482379882214240287064767427628073,165359861361249038543763504324195357804056458430206004388177913024817075714037379821597057192758625905497045258100888333383942018
32841539692047759387442923603968242787804397615250058208155270763331398636142083620315334636665069084357853460323653425653787114,86285799417312488125267341737050163232271570581059477962352327172416038834348445226136691292900311891346808834947773911752473792,119127339109360247512710265341018406020075968196309536170507597935747437470490528846452025929565380975704662295271427337406260906
91056524547410027054914237058525242914731127329189153624087026414507288693148488883025706796380676223163801963421553542416090330,45331889129253628277252995553170958427098417578381036785673874094513214432633805836541611353166432544343731608190342175905406805,136388413676663655332167232611696201341829544907570190409760900509020503125782294719567318149547008767507533571611895718321497135
52654817814740284805167961838229964108310410459559072016463209910955053781410669019539612413010849893808350756299364655676557270,99438437194152790793237918470246483650290358556078255149533255224468708255935692557324780689489405254128188276351975794057906185,152093255008893075598405880308476447758600769015637327165996465135423762037346361576364393102500255147936539032651340449734463455
83302541460085891140569739932328281446564704269552467715674434785760559429100564039612335119705975987283160286259788418719961979,84048992398436462782991216852800522413716277693739760925637880575130910999450181302002541814679591857233498932856623415104008027,167351533858522353923560956785128803860280981963292228641312315360891470428550745341614876934385567844516659219116411833823970006
