input_a,input_b,output
74927513017,28770331,74956283348
70547848586,93268636,70641117222
66286545997,66235104,66352781101
89427879708,90720434,89518550142
36822698172,48705325,36871403597
95861678795,33623386,95995302181
15378420046,52987659,15431407705
13082828239,25462617,13108290856
96670517299,82673354,96753190653
49622170530,11192601,49633363131
80811508972,47880535,80859389507
26223469707,13963809,26237433516
20511571402,93556402,20605127804
83352164262,76655646,83428819908
63117081560,87744362,63204825922
21336979159,26072629,21363051888
87368128234,38429005,87406557239
20846608225,95872644,20942480869
10729421211,37201325,10766622536
13903148312,34571147,13937719459
62520999563,25611950,62546611513
26272649778,99388645,26372038423
51790283022,47726602,51838009624
39044321844,61098281,39105420125
35128000087,47339877,35175339964
15282948773,99617239,15382566012
48242620763,37586937,48280207600
57094560675,58519528,57153080203
22454917202,56391380,22511308582
36107865551,22995194,36130860745
69012438155,62895227,69075333382
24359966456,12257506,24372223962
74777204464,70934092,74848138556
92462342329,91884090,92554226419
50164211277,59451939,50223663216
80181103285,95639670,80276742955
43900995193,32567226,43933562419
13982798658,58406228,14041204886
81217560173,92755347,81310315520
87972475928,45582227,88018058155
79357833241,48809012,79406642253
56164426041,71181816,56235607857
15487612889,81599187,15569212076
74055972543,64579128,74120551671
59563054107,62940964,59626005071
59283425706,23317424,59306743130
24688695668,43655328,24732351096
26942583389,35157917,26977741306
24889940768,57020739,24946961507
94530084185,29264806,94559348991
78738954186,49143161,78788107347
58223304634,27397203,58250601837
93067011321,54862846,93121874167
67086353089,27655929,67086480718
55155030861,44187958,55199218819
30524408873,62494945,30586803818
25147474011,44910363,25192384374
87101432406,36001202,87137433608
54787646566,54286422,54841932988
14636110238,13693060,14649803298
58915023494,25972455,58940995949
84322653528,96774713,84419428241
49256040238,88283188,49344323426
42279517275,34317858,42313835133
29060149162,32144902,29092294064
63316153362,67166573,63383319935
50202010938,63053258,50265064196
69342895393,51677974,69394573367
52198617033,27082143,52225699176
78174735339,28972813,78203708152
22358948343,63082957,22422031200
50021364478,51827218,50073191696
43958940245,77769623,44036709868
31058030103,80051037,31138081140
48360520829,38629118,48399149947
32336753222,46205869,32382959091
86408265387,96927186,86505192573
28005257865,14640309,28019898174
86514396293,66591806,86580988099
68412755863,28715800,68441471663
84133246792,31941260,84165288052
99833312744,50143421,99883456165
39397259936,71695436,39468955372
81338977117,28575234,81367552351
10101341377,98117579,10201048956
73082841360,38131368,73120972728
60281698089,26544219,60308242308
22141316681,82348466,22223665147
45079418738,82847107,45162265845
59894374861,98594463,59992969324
24613983986,25968423,24639952409
49225466170,62392954,49287859124
25420497687,58251935,25478749622
62084683436,68019833,62152703269
71288367118,44777044,71333144162
63478095477,38572775,63516668252
43119042221,57354537,43176496758
57275861360,44340812,57320202172
21342437747,77264914,21419702661
36234489424,96967944,36331457368
